,,,SpineMid,,,Neck,,,Head,,,ShoulderLeft,,,ElbowLeft,,,WristLeft,,,HandLeft,,,ShoulderRight,,,ElbowRight,,,WristRight,,,HandRight,,,SpineShoulder,,
14:51.3,187409,0,0.078322,-0.127945,0.824,0.455181,-0.159872,1.369,0.077949,0.32431,0.768,,,,,,,,,,,,,,,,,,,,,,,,,0.152604,0.01538,0.855
14:51.4,187445,0,0.113841,-0.104063,0.943,-0.07123,0.259356,1.356,0.077847,0.323888,0.767,,,,0.268982,-0.17754,0.809,,,,0.150447,-0.275243,0.737,,,,,,,,,,,,,0.18354,0.034153,1.108
14:51.4,187477,0,0.120479,-0.117229,0.823,0.457176,-0.160573,1.375,0.07805,0.324733,0.769,,,,0.267984,-0.176882,0.806,,,,,,,,,,,,,,,,,,,0.150063,-0.007541,0.982
14:51.4,187510,0,0.115758,-0.117798,0.827,-0.07123,0.259356,1.356,0.078355,0.326,0.772,,,,0.257344,-0.189727,0.774,,,,0.127959,-0.286178,0.717,,,,,,,,,,,,,0.150369,-0.007556,0.984
14:51.5,187544,0,0.127413,-0.123644,0.954,0.456178,-0.160223,1.372,0.078862,0.328111,0.777,,,,0.257344,-0.189727,0.774,,,,0.150447,-0.275243,0.737,,,,,,,,,,,,,0.176747,-0.001401,1.11
14:51.5,187576,0,0.150787,-0.098429,0.947,-0.07123,0.259356,1.356,0.078761,0.327689,0.776,,,,0.257676,-0.189972,0.775,,,,0.150447,-0.275243,0.737,,,,,,,,,,,,,0.190134,0.03406,1.105
14:51.5,187608,0,0.099837,-0.107183,0.827,0.455181,-0.159872,1.369,0.079167,0.329378,0.78,,,,,,,,,,,,,,,,,,,,,,,,,0.09808,0.037461,0.858
14:51.6,187644,0,0.133535,-0.117522,0.954,-0.071545,0.260503,1.362,0.078964,0.328533,0.778,,,,,,,,,,,,,,,,,,,,,,,,,0.125113,0.042962,0.984
14:51.6,187676,0,0.115758,-0.112491,0.827,0.456178,-0.160223,1.372,0.079065,0.328956,0.779,,,,,,,,,,,,,,,,,,,,,,,,,0.103707,0.037504,0.859
14:51.6,187710,0,0.139071,-0.123126,0.95,-0.07123,0.259356,1.356,0.079167,0.329378,0.78,,,,,,,,,,,,,,,,,,,,,,,,,0.12435,0.0427,0.978
14:51.7,187743,0,0.105779,-0.113171,0.832,0.455181,-0.159872,1.369,0.079167,0.329378,0.78,,,,,,,,,,,,,,,,,,,,,,,,,0.097851,0.031881,0.856
14:51.7,187775,0,0.13951,-0.129631,0.953,0.456178,-0.160223,1.372,0.079065,0.328956,0.779,,,,,,,,,,,,,,,,,,,,,,,,,0.124858,0.036573,0.982
14:51.7,187808,0,0.108246,-0.128813,0.947,0.455181,-0.159872,1.369,0.078964,0.328533,0.778,,,,,,,,,,,,,,,,,,,,,,,,,0.124731,0.036535,0.981
14:51.8,187842,0,0.13951,-0.129631,0.953,0.456178,-0.160223,1.372,0.078862,0.328111,0.777,,,,,,,,,,,,,,,,,,,,,,,,,0.124858,0.036573,0.982
14:51.8,187876,0,0.133815,-0.117769,0.956,-0.07123,0.259356,1.356,0.078558,0.326844,0.774,,,,,,,,,,,,,,,,,,,,,,,,,0.124477,0.042743,0.979
14:51.8,187910,0,0.133395,-0.117399,0.953,0.455181,-0.159872,1.369,0.078761,0.327689,0.776,,,,,,,,,,,,,,,,,,,,,,,,,0.124985,0.042918,0.983
14:51.9,187944,0,0.138925,-0.129086,0.949,0.454516,-0.159639,1.367,0.078558,0.326844,0.774,,,,,,,,,,,,,,,,,,,,,,,,,0.130358,0.036349,0.976
14:51.9,187977,0,0.13951,-0.123515,0.953,-0.106506,0.260505,1.362,0.078558,0.326844,0.774,,,,,,,,,,,,,,,,,,,,,,,,,0.130759,0.042743,0.979
14:52.0,188010,0,0.120479,-0.111947,0.823,0.456178,-0.160223,1.372,0.078456,0.326422,0.773,,,,,,,,,,,,,,,,,,,,,,,,,0.109474,0.037591,0.861
14:52.0,188043,0,0.116178,-0.107573,0.83,0.456178,-0.160223,1.372,0.078355,0.326,0.772,,,,,,,,,,,,,,,,,,,,,,,,,0.108583,0.031806,0.854
14:52.0,188078,0,0.133255,-0.123385,0.952,0.456178,-0.160223,1.372,0.078456,0.326422,0.773,,,,,,,,,,,,,,,,,,,,,,,,,0.193387,0.042697,0.978
14:52.0,188106,0,0.115618,-0.112355,0.826,0.454516,-0.159639,1.367,0.078355,0.326,0.772,,,,,,,,,,,,,,,,,,,,,,,,,0.103344,0.03188,0.856
14:52.1,188143,0,0.105016,-0.117655,0.826,0.491396,-0.160224,1.372,0.078253,0.325577,0.771,,,,,,,,,,,,,,,,,,,,,,,,,0.09225,0.026357,0.855
14:52.1,188177,0,0.132974,-0.135319,0.95,0.457176,-0.160573,1.375,0.078456,0.326422,0.773,,,,,,,,,,,,,,,,,,,,,,,,,0.118073,0.030148,0.978
14:52.1,188209,0,0.127012,-0.129358,0.951,0.454516,-0.159639,1.367,0.078152,0.325155,0.77,,,,0.267984,-0.176882,0.806,,,,,,,,,,,,,,,,,,,0.162647,0.005728,1.111
14:52.2,188242,0,0.132834,-0.135176,0.949,0.455181,-0.159872,1.369,0.078253,0.325577,0.771,,,,0.289032,-0.177102,0.807,,,,,,,,,,,,,,,,,,,0.169165,-0.008501,1.107
14:52.2,188276,0,0.126878,-0.141415,0.95,-0.07123,0.259356,1.356,0.078253,0.325577,0.771,,,,,,,,,,,,,,,,,,,,,,,,,0.11214,0.030241,0.981
14:52.2,188308,0,0.126477,-0.140968,0.947,0.456178,-0.160223,1.372,0.078152,0.325155,0.77,,,,,,,,,,,,,,,,,,,,,,,,,0.193782,0.036495,0.98
14:52.3,188341,0,0.104889,-0.122807,0.825,-0.07123,0.259356,1.356,0.078152,0.325155,0.77,,,,,,,,,,,,,,,,,,,,,,,,,0.092034,0.015347,0.853
14:52.3,188377,0,0.127011,-0.147666,0.951,-0.071123,0.293729,1.354,0.078152,0.325155,0.77,,,,0.268317,-0.177101,0.807,,,,,,,,,,,,,,,,,,,0.162939,-0.015689,1.113
14:52.3,188409,0,0.104126,-0.132426,0.819,0.456178,-0.160223,1.372,0.078253,0.325577,0.771,,,,,,,,,,,,,,,,,,,,,,,,,0.097508,0.015347,0.853
14:52.4,188442,0,0.127011,-0.147666,0.951,-0.071124,0.258973,1.354,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.112483,0.024019,0.984
14:52.4,188476,0,0.102385,-0.129085,0.949,0.455181,-0.159872,1.369,0.077746,0.323466,0.766,,,,,,,,,,,,,,,,,,,,,,,,,0.118556,0.036573,0.982
14:52.4,188509,0,0.104507,-0.122361,0.822,0.455181,-0.159872,1.369,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.09808,0.026449,0.858
14:52.5,188542,0,0.104507,-0.122361,0.822,0.490322,-0.159874,1.369,0.077949,0.32431,0.768,,,,,,,,,,,,,,,,,,,,,,,,,0.092466,0.031918,0.857
14:52.5,188577,0,0.096396,-0.135317,0.95,-0.071228,0.294163,1.356,0.078253,0.325577,0.771,,,,0.267984,-0.176882,0.806,,,,,,,,,,,,,,,,,,,0.162353,-0.015632,1.109
14:52.5,188609,0,0.133114,-0.135461,0.951,0.456178,-0.160223,1.372,0.077746,0.323466,0.766,,,,,,,,,,,,,,,,,,,,,,,,,0.118556,0.036573,0.982
14:52.6,188643,0,0.138778,-0.135034,0.948,0.456178,-0.160223,1.372,0.09868,0.327688,0.776,,,,,,,,,,,,,,,,,,,,,,,,,0.124731,0.03024,0.981
14:52.6,188677,0,0.132835,-0.122996,0.949,0.456178,-0.160223,1.372,0.07805,0.324733,0.769,,,,0.257344,-0.189727,0.774,,,,,,,,,,,,,,,,,,,0.169318,0.005712,1.108
14:52.6,188709,0,0.127011,-0.135461,0.951,0.457841,-0.160807,1.377,0.077847,0.323888,0.767,,,,,,,,,,,,,,,,,,,,,,,,,0.070088,-0.0014,1.113
14:52.7,188743,0,0.133394,-0.12963,0.953,0.456178,-0.160223,1.372,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.131828,0.043092,0.987
14:52.7,188776,0,0.094644,-0.112626,0.828,-0.071387,0.25993,1.359,0.078152,0.325155,0.77,,,,,,,,,,,,,,,,,,,,,,,,,0.097966,0.031918,0.857
14:52.8,188811,0,0.139218,-0.123256,0.951,0.456178,-0.160223,1.372,0.077543,0.322621,0.764,,,,,,,,,,,,,,,,,,,,,,,,,0.130626,0.042699,0.978
14:52.8,188843,0,0.133114,-0.141564,0.951,0.455181,-0.159872,1.369,0.077543,0.322621,0.764,,,,,,,,,,,,,,,,,,,,,,,,,0.124222,0.023847,0.977
14:52.8,188877,0,0.132834,-0.135176,0.949,0.457176,-0.160573,1.375,0.077441,0.322199,0.763,,,,,,,,,,,,,,,,,,,,,,,,,0.124095,0.030086,0.976
14:52.8,188910,0,0.127145,-0.123385,0.952,0.454516,-0.159639,1.367,0.077543,0.322621,0.764,,,,,,,,,,,,,,,,,,,,,,,,,0.193387,0.042697,0.978
14:52.9,188943,0,0.127012,-0.123255,0.951,0.456178,-0.160223,1.372,0.077644,0.323044,0.765,,,,,,,,,,,,,,,,,,,,,,,,,0.124731,0.042831,0.981
14:52.9,188975,0,0.110451,-0.112491,0.827,0.457176,-0.160573,1.375,0.077543,0.322621,0.764,,,,,,,,,,,,,,,,,,,,,,,,,0.169065,0.037327,0.855
14:52.9,189008,0,0.110852,-0.107573,0.83,0.457176,-0.160573,1.375,0.077543,0.322621,0.764,,,,,,,,,,,,,,,,,,,,,,,,,0.109219,0.037504,0.859
14:53.0,189041,0,0.105271,-0.11794,0.828,0.455181,-0.159872,1.369,0.077847,0.323888,0.767,,,,,,,,,,,,,,,,,,,,,,,,,0.097622,0.026326,0.854
14:53.0,189074,0,0.138779,-0.1107,0.948,0.457176,-0.160573,1.375,0.077949,0.32431,0.768,,,,0.267652,-0.176662,0.805,,,,,,,,,,,,,,,,,,,0.175951,0.012788,1.105
14:53.0,189109,0,0.096802,-0.129765,0.954,0.456178,-0.160223,1.372,0.077847,0.323888,0.767,,,,,,,,,,,,,,,,,,,,,,,,,0.246415,0.012761,1.103
14:53.1,189143,0,0.078228,-0.117227,0.823,0.456178,-0.160223,1.372,0.07805,0.324733,0.769,,,,0.267984,-0.176882,0.806,,,,,,,,,,,,,,,,,,,0.13816,-0.001245,0.987
14:53.1,189176,0,0.139365,-0.111167,0.952,0.456178,-0.160223,1.372,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.124223,0.048926,0.977
14:53.2,189211,0,0.115758,-0.112491,0.827,0.456178,-0.160223,1.372,0.077949,0.32431,0.768,,,,,,,,,,,,,,,,,,,,,,,,,0.10262,0.020747,0.85
14:53.2,189243,0,0.116038,-0.107443,0.829,0.457176,-0.160573,1.375,0.077847,0.323888,0.767,,,,0.288674,-0.176883,0.806,,,,,,,,,,,,,,,,,,,0.156843,0.005078,0.985
14:53.2,189276,0,0.110585,-0.107314,0.828,0.456178,-0.160223,1.372,0.077949,0.32431,0.768,,,,,,,,,,,,,,,,,,,,,,,,,0.102861,0.031731,0.852
14:53.2,189309,0,0.133254,-0.141713,0.952,0.455181,-0.159872,1.369,0.07805,0.324733,0.769,,,,0.268317,-0.177101,0.807,,,,,,,,,,,,,,,,,,,0.16947,-0.015633,1.109
14:53.3,189342,0,0.139364,-0.117276,0.952,0.455181,-0.159872,1.369,0.077949,0.32431,0.768,,,,,,,,,,,,,,,,,,,,,,,,,0.136762,0.042655,0.977
14:53.3,189375,0,0.127012,-0.117152,0.951,0.455181,-0.159872,1.369,0.077847,0.323888,0.767,,,,0.267652,-0.176662,0.805,,,,,,,,,,,,,,,,,,,0.176269,0.005707,1.107
14:53.3,189411,0,0.133534,-0.129766,0.954,0.456178,-0.160223,1.372,0.077644,0.323044,0.765,,,,,,,,,,,,,,,,,,,,,,,,,0.118073,0.030148,0.978
14:53.4,189443,0,0.128748,-0.118754,0.964,0.456178,-0.160223,1.372,0.078253,0.325577,0.771,,,,0.257344,-0.189727,0.774,,,,,,,,,,,,,,,,,,,0.183042,0.012787,1.105
14:53.4,189475,0,0.133815,-0.111634,0.956,0.456178,-0.160223,1.372,0.078253,0.325577,0.771,,,,,,,,,,,,,,,,,,,,,,,,,0.19319,0.067731,0.977
14:53.4,189510,0,0.13951,-0.129631,0.953,0.455181,-0.159872,1.369,0.078558,0.326844,0.774,,,,,,,,,,,,,,,,,,,,,,,,,0.130626,0.036423,0.978
14:53.5,189544,0,0.151106,-0.098637,0.949,0.455181,-0.159872,1.369,0.078456,0.326422,0.773,,,,,,,,,,,,,,,,,,,,,,,,,0.142154,0.061087,0.971
14:53.5,189575,0,0.103032,-0.123772,0.955,0.454516,-0.159639,1.367,0.078862,0.328111,0.777,,,,,,,,,,,,,,,,,,,,,,,,,0.130893,0.042787,0.98
14:53.5,189610,0,0.102278,-0.104614,0.948,0.455181,-0.159872,1.369,0.079167,0.329378,0.78,,,,,,,,,,,,,,,,,,,,,,,,,0.118074,0.055252,0.978
14:53.6,189642,0,0.127279,-0.135746,0.953,0.457176,-0.160573,1.375,0.078862,0.328111,0.777,,,,,,,,,,,,,,,,,,,,,,,,,0.111797,0.023872,0.978
14:53.6,189676,0,0.138778,-0.122867,0.948,0.455181,-0.159872,1.369,0.078761,0.327689,0.776,,,,,,,,,,,,,,,,,,,,,,,,,0.123968,0.042569,0.975
14:53.6,189710,0,0.139071,-0.11703,0.95,-0.070965,0.293078,1.351,0.079167,0.329378,0.78,,,,,,,,,,,,,,,,,,,,,,,,,0.124095,0.042612,0.976
14:53.7,189742,0,0.139218,-0.123256,0.951,0.455181,-0.159872,1.369,0.079167,0.329378,0.78,,,,,,,,,,,,,,,,,,,,,,,,,0.15454,0.055285,1.104
14:53.7,189774,0,0.103033,-0.117644,0.955,0.454516,-0.159639,1.367,0.07937,0.330222,0.782,,,,0.257344,-0.189727,0.774,,,,,,,,,,,,,,,,,,,0.176588,0.005717,1.109
14:53.7,189807,0,0.139217,-0.129358,0.951,0.457176,-0.160573,1.375,0.078964,0.328533,0.778,,,,,,,,,,,,,,,,,,,,,,,,,0.13116,0.036572,0.982
14:53.8,189842,0,0.12768,-0.117768,0.956,0.455181,-0.159872,1.369,0.079167,0.329378,0.78,,,,,,,,,,,,,,,,,,,,,,,,,0.124477,0.042743,0.979
14:53.8,189874,0,0.139071,-0.123126,0.95,0.456178,-0.160223,1.372,0.079268,0.3298,0.781,,,,,,,,,,,,,,,,,,,,,,,,,0.118074,0.0427,0.978
14:53.8,189908,0,0.102493,-0.123124,0.95,0.457176,-0.160573,1.375,0.079167,0.329378,0.78,,,,0.267319,-0.176443,0.804,,,,,,,,,,,,,,,,,,,0.16993,0.012869,1.112
14:53.9,189941,0,0.127145,-0.123385,0.952,0.456178,-0.160223,1.372,0.079268,0.3298,0.781,,,,,,,,,,,,,,,,,,,,,,,,,0.124604,0.042787,0.98
14:53.9,189974,0,0.139657,-0.123644,0.954,0.455181,-0.159872,1.369,0.079268,0.3298,0.781,,,,,,,,,,,,,,,,,,,,,,,,,0.118073,0.036424,0.978
14:53.9,190008,0,0.133254,-0.129494,0.952,0.454516,-0.159639,1.367,0.079167,0.329378,0.78,,,,,,,,,,,,,,,,,,,,,,,,,0.124604,0.042787,0.98
14:54.0,190043,0,0.139511,-0.111284,0.953,0.455181,-0.159872,1.369,0.079167,0.329378,0.78,,,,,,,,,,,,,,,,,,,,,,,,,0.13116,0.049176,0.982
14:54.0,190075,0,0.108589,-0.123125,0.95,0.456178,-0.160223,1.372,0.079268,0.3298,0.781,,,,,,,,,,,,,,,,,,,,,,,,,0.13116,0.049176,0.982
14:54.0,190108,0,0.127145,-0.129494,0.952,0.456178,-0.160223,1.372,0.079167,0.329378,0.78,,,,0.268317,-0.177101,0.807,,,,,,,,,,,,,,,,,,,0.176747,0.005722,1.11
14:54.1,190142,0,0.120782,-0.117029,0.95,0.456178,-0.160223,1.372,0.079471,0.330645,0.783,,,,0.257344,-0.189727,0.774,,,,,,,,,,,,,,,,,,,0.18387,0.012845,1.11
14:54.1,190175,0,0.104889,-0.117513,0.825,0.457176,-0.160573,1.375,0.079167,0.329378,0.78,,,,,,,,,,,,,,,,,,,,,,,,,0.143176,-0.001234,0.978
14:54.1,190209,0,0.134235,-0.124292,0.959,0.492471,-0.160575,1.375,0.079268,0.3298,0.781,,,,0.267652,-0.176662,0.805,,,,0.280572,-0.235481,0.731,,,,,,,,,,,,,0.254183,0.012796,1.106
14:54.2,190242,0,0.139511,-0.117399,0.953,0.454516,-0.159639,1.367,0.079065,0.328956,0.779,,,,,,,,,,,,,,,,,,,,,,,,,0.130359,0.042612,0.976
14:54.2,190275,0,0.115618,-0.112355,0.826,-0.070967,0.258399,1.351,0.079065,0.328956,0.779,,,,,,,,,,,,,,,,,,,,,,,,,0.103224,0.03733,0.855
14:54.2,190307,0,0.110184,-0.112219,0.825,0.454516,-0.159639,1.367,0.079065,0.328956,0.779,,,,,,,,,,,,,,,,,,,,,,,,,0.097966,0.037417,0.857
14:54.3,190343,0,0.096092,-0.128812,0.947,0.457841,-0.160807,1.377,0.078659,0.327266,0.775,,,,,,,,,,,,,,,,,,,,,,,,,0.186536,0.042566,0.975
14:54.3,190378,0,0.110585,-0.102,0.828,0.456178,-0.160223,1.372,0.078659,0.327266,0.775,,,,,,,,,,,,,,,,,,,,,,,,,0.097737,0.03733,0.855
14:54.4,190411,0,0.108247,-0.116659,0.947,0.456178,-0.160223,1.372,0.078659,0.327266,0.775,,,,,,,,,,,,,,,,,,,,,,,,,0.124859,0.055478,0.982
14:54.4,190444,0,0.110718,-0.102123,0.829,0.456178,-0.160223,1.372,0.078558,0.326844,0.774,,,,,,,,,,,,,,,,,,,,,,,,,0.118557,0.049176,0.982
14:54.4,190476,0,0.132695,-0.122867,0.948,0.457176,-0.160573,1.375,0.078862,0.328111,0.777,,,,,,,,,,,,,,,,,,,,,,,,,0.118074,0.0427,0.978
14:54.4,190511,0,0.083814,-0.101752,0.826,0.454516,-0.159639,1.367,0.078253,0.325577,0.771,,,,,,,,,,,,,,,,,,,,,,,,,0.158092,0.048301,0.855
14:54.5,190541,0,0.101953,-0.122476,0.945,0.455181,-0.159872,1.369,0.078456,0.326422,0.773,,,,0.257344,-0.189727,0.774,,,,0.149222,-0.273003,0.731,,,,,,,,,,,,,0.255102,0.012842,1.11
14:54.5,190576,0,0.132974,-0.135319,0.95,0.455181,-0.159872,1.369,0.078558,0.326844,0.774,,,,,,,,,,,,,,,,,,,,,,,,,0.187493,0.049073,0.98
14:54.5,190609,0,0.139803,-0.117646,0.955,0.456178,-0.160223,1.372,0.078558,0.326844,0.774,,,,,,,,,,,,,,,,,,,,,,,,,0.131027,0.049126,0.981
14:54.6,190644,0,0.12808,-0.130446,0.959,0.455181,-0.159872,1.369,0.078355,0.326,0.772,,,,,,,,,,,,,,,,,,,,,,,,,0.124731,0.042831,0.981
14:54.6,190675,0,0.083814,-0.112354,0.826,0.454516,-0.159639,1.367,0.078253,0.325577,0.771,,,,,,,,,,,,,,,,,,,,,,,,,0.158091,0.037327,0.855
14:54.6,190711,0,0.132975,-0.123126,0.95,0.456178,-0.160223,1.372,0.078152,0.325155,0.77,,,,,,,,,,,,,,,,,,,,,,,,,0.124477,0.049026,0.979
14:54.7,190742,0,0.110451,-0.112491,0.827,0.455181,-0.159872,1.369,0.078355,0.326,0.772,,,,,,,,,,,,,,,,,,,,,,,,,0.158461,0.042914,0.857
14:54.7,190776,0,0.139364,-0.129494,0.952,0.454516,-0.159639,1.367,0.078456,0.326422,0.773,,,,,,,,,,,,,,,,,,,,,,,,,0.19398,0.042828,0.981
14:54.7,190808,0,0.109916,-0.12251,0.823,0.455181,-0.159872,1.369,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.097851,0.031881,0.856
14:54.8,190842,0,0.120333,-0.111811,0.822,0.456178,-0.160223,1.372,0.078456,0.326422,0.773,,,,,,,,,,,,,,,,,,,,,,,,,0.108838,0.042866,0.856
14:54.8,190877,0,0.138485,-0.134749,0.946,0.456178,-0.160223,1.372,0.078152,0.325155,0.77,,,,,,,,,,,,,,,,,,,,,,,,,0.130759,0.036461,0.979
14:54.8,190909,0,0.110451,-0.107184,0.827,0.457176,-0.160573,1.375,0.078152,0.325155,0.77,,,,,,,,,,,,,,,,,,,,,,,,,0.103224,0.031843,0.855
14:54.9,190943,0,0.11005,-0.112083,0.824,0.457176,-0.160573,1.375,0.078253,0.325577,0.771,,,,,,,,,,,,,,,,,,,,,,,,,0.103103,0.037286,0.854
14:54.9,190976,0,0.145322,-0.092742,0.951,0.455181,-0.159872,1.369,0.078253,0.325577,0.771,,,,,,,,,,,,,,,,,,,,,,,,,0.130493,0.067734,0.977
14:54.9,191009,0,0.115478,-0.112219,0.825,0.456178,-0.160223,1.372,0.078152,0.325155,0.77,,,,0.257344,-0.189727,0.774,,,,0.148814,-0.272256,0.729,,,,,,,,,,,,,0.157002,0.005083,0.986
14:55.0,191042,0,0.110451,-0.107184,0.827,0.454516,-0.159639,1.367,0.078253,0.325577,0.771,,,,,,,,,,,,,,,,,,,,,,,,,0.118315,0.049076,0.98
14:55.0,191076,0,0.12129,-0.129766,0.954,0.456178,-0.160223,1.372,0.078558,0.326844,0.774,,,,,,,,,,,,,,,,,,,,,,,,,0.125239,0.036684,0.985
14:55.0,191108,0,0.111119,-0.107832,0.832,0.456178,-0.160223,1.372,0.078253,0.325577,0.771,,,,0.268649,-0.177321,0.808,,,,,,,,,,,,,,,,,,,0.150216,-0.00124,0.983
14:55.1,191141,0,0.138779,-0.116783,0.948,0.456178,-0.160223,1.372,0.078253,0.325577,0.771,,,,,,,,,,,,,,,,,,,,,,,,,0.117712,0.048826,0.975
14:55.1,191176,0,0.114358,-0.121617,0.817,0.454516,-0.159639,1.367,0.078152,0.325155,0.77,,,,,,,,,,,,,,,,,,,,,,,,,0.097279,0.026233,0.851
14:55.1,191210,0,0.10438,-0.122212,0.821,0.45618,-0.125005,1.372,0.078152,0.325155,0.77,,,,0.269314,-0.17776,0.81,,,,,,,,,,,,,,,,,,,0.213515,-0.001244,0.984
14:55.2,191243,0,0.14425,-0.128407,0.944,0.454516,-0.159639,1.367,0.078355,0.326,0.772,,,,,,,,,,,,,,,,,,,,,,,,,0.205728,0.048922,0.977
14:55.2,191276,0,0.150627,-0.122608,0.946,-0.07086,0.292644,1.349,0.077949,0.32431,0.768,,,,0.268649,-0.177321,0.808,,,,,,,,,,,,,,,,,,,0.190822,0.01995,1.109
14:55.2,191309,0,0.12621,-0.14067,0.945,0.454516,-0.159639,1.367,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.247308,-0.008504,1.107
14:55.3,191342,0,0.125676,-0.140075,0.941,0.455181,-0.159872,1.369,0.078253,0.325577,0.771,,,,,,,,,,,,,,,,,,,,,,,,,0.117107,0.029901,0.97
14:55.3,191375,0,0.145321,-0.117153,0.951,-0.070965,0.293078,1.351,0.078761,0.327689,0.776,,,,,,,,,,,,,,,,,,,,,,,,,0.136762,0.042655,0.977
14:55.3,191408,0,0.113721,-0.103953,0.942,0.457176,-0.160573,1.375,0.078558,0.326844,0.774,,,,0.267984,-0.176882,0.806,,,,0.149631,-0.27375,0.733,,,,,,,,,,,,,0.182877,0.026945,1.104
14:55.4,191442,0,0.120273,-0.128678,0.946,0.454516,-0.159639,1.367,0.078558,0.326844,0.774,,,,,,,,,,,,,,,,,,,,,,,,,0.161768,-0.008485,1.105
14:55.4,191476,0,0.1379,-0.116044,0.942,0.454516,-0.159639,1.367,0.078862,0.328111,0.777,,,,0.28939,-0.177322,0.808,,,,,,,,,,,,,,,,,,,0.183043,0.034061,1.105
14:55.4,191510,0,0.127279,-0.135746,0.953,0.456178,-0.160223,1.372,0.078862,0.328111,0.777,,,,,,,,,,,,,,,,,,,,,,,,,0.124349,0.023872,0.978
14:55.5,191542,0,0.121672,-0.130174,0.957,0.455181,-0.159872,1.369,0.078761,0.327689,0.776,,,,0.257676,-0.189972,0.775,,,,,,,,,,,,,,,,,,,0.169012,-0.008493,1.106
14:55.5,191575,0,0.133114,-0.129358,0.951,-0.071387,0.25993,1.359,0.078862,0.328111,0.777,,,,0.288315,-0.176663,0.805,,,,,,,,,,,,,,,,,,,0.254412,0.005703,1.107
14:55.5,191608,0,0.127011,-0.141564,0.951,0.455181,-0.159872,1.369,0.078964,0.328533,0.778,,,,,,,,,,,,,,,,,,,,,,,,,0.124349,0.023872,0.978
14:55.6,191641,0,0.120909,-0.13546,0.951,-0.071387,0.25993,1.359,0.078862,0.328111,0.777,,,,,,,,,,,,,,,,,,,,,,,,,0.16947,-0.008516,1.109
14:55.6,191675,0,0.139072,-0.110933,0.95,-0.071387,0.25993,1.359,0.09957,0.330644,0.783,,,,0.268317,-0.177101,0.807,,,,,,,,,,,,,,,,,,,0.176429,0.019933,1.108
14:55.6,191709,0,0.102169,-0.122736,0.947,-0.07123,0.259356,1.356,0.078761,0.327689,0.776,,,,,,,,,,,,,,,,,,,,,,,,,0.19905,0.042565,0.975
14:55.7,191743,0,0.138486,-0.104395,0.946,0.456178,-0.160223,1.372,0.078761,0.327689,0.776,,,,0.268317,-0.177101,0.807,,,,,,,,,,,,,,,,,,,0.183374,0.034122,1.107
14:55.7,191776,0,0.104635,-0.12251,0.823,-0.071545,0.260503,1.362,0.078761,0.327689,0.776,,,,0.268317,-0.177101,0.807,,,,0.150243,-0.27487,0.736,,,,,,,,,,,,,0.137039,-0.0138,0.979
14:55.7,191809,0,0.102169,-0.116658,0.947,0.455181,-0.159872,1.369,0.078862,0.328111,0.777,,,,,,,,,,,,,,,,,,,,,,,,,0.12435,0.0427,0.978
14:55.8,191843,0,0.107903,-0.122347,0.944,-0.071387,0.25993,1.359,0.078862,0.328111,0.777,,,,,,,,,,,,,,,,,,,,,,,,,0.123841,0.036275,0.974
14:55.8,191875,0,0.121162,-0.147977,0.953,-0.070965,0.293078,1.351,0.078558,0.326844,0.774,,,,0.268317,-0.177101,0.807,,,,,,,,,,,,,,,,,,,0.240204,-0.008504,1.107
14:55.8,191909,0,0.138194,-0.104175,0.944,-0.071387,0.25993,1.359,0.078964,0.328533,0.778,,,,,,,,,,,,,,,,,,,,,,,,,0.130092,0.061276,0.974
14:55.9,191941,0,0.138779,-0.116783,0.948,0.454516,-0.159639,1.367,0.078659,0.327266,0.775,,,,,,,,,,,,,,,,,,,,,,,,,0.146921,0.055085,1.1
14:55.9,191975,0,0.126878,-0.129222,0.95,-0.071387,0.25993,1.359,0.078558,0.326844,0.774,,,,,,,,,,,,,,,,,,,,,,,,,0.179355,0.029898,0.97
14:55.9,192009,0,0.114204,-0.098324,0.946,0.456178,-0.160223,1.372,0.078761,0.327689,0.776,,,,0.268982,-0.17754,0.809,,,,,,,,,,,,,,,,,,,0.182712,0.026921,1.103
14:56.0,192044,0,0.104635,-0.117228,0.823,0.457176,-0.160573,1.375,0.078659,0.327266,0.775,,,,,,,,,,,,,,,,,,,,,,,,,0.156981,0.026169,0.849
14:56.0,192076,0,0.133114,-0.141564,0.951,0.456178,-0.160223,1.372,0.078761,0.327689,0.776,,,,0.257344,-0.189727,0.774,,,,0.150447,-0.275243,0.737,,,,,,,,,,,,,0.169929,-0.008539,1.112
14:56.0,192110,0,0.131854,-0.140224,0.942,-0.07123,0.259356,1.356,0.078761,0.327689,0.776,,,,0.268317,-0.177101,0.807,,,,0.150243,-0.27487,0.736,,,,,,,,,,,,,0.239119,-0.001394,1.102
